chr1	0	chr1	0	178
chr1	0	chr1	1000000	4
chr1	1000000	chr1	1000000	590
chr1	1000000	chr1	2000000	7
chr1	2000000	chr1	2000000	649
chr1	2000000	chr1	3000000	19
chr1	3000000	chr1	3000000	580
chr1	1000000	chr1	4000000	1
chr1	2000000	chr1	4000000	11
chr1	3000000	chr1	4000000	24
chr1	4000000	chr1	4000000	628
chr1	0	chr1	5000000	1
chr1	2000000	chr1	5000000	4
chr1	3000000	chr1	5000000	6
chr1	4000000	chr1	5000000	38
chr1	5000000	chr1	5000000	641
chr1	3000000	chr1	6000000	2
chr1	4000000	chr1	6000000	23
chr1	5000000	chr1	6000000	23
chr1	6000000	chr1	6000000	595
chr1	1000000	chr1	7000000	1
chr1	4000000	chr1	7000000	1
chr1	5000000	chr1	7000000	1
chr1	6000000	chr1	7000000	42
chr1	7000000	chr1	7000000	634
chr1	5000000	chr1	8000000	1
chr1	6000000	chr1	8000000	6
chr1	7000000	chr1	8000000	15
chr1	8000000	chr1	8000000	587
chr1	8000000	chr1	9000000	26
chr1	9000000	chr1	9000000	641
chr1	7000000	chr1	10000000	10
chr1	8000000	chr1	10000000	25
chr1	9000000	chr1	10000000	14
chr1	10000000	chr1	10000000	562
chr1	4000000	chr1	11000000	2
chr1	5000000	chr1	11000000	1
chr1	6000000	chr1	11000000	13
chr1	7000000	chr1	11000000	13
chr1	8000000	chr1	11000000	26
chr1	9000000	chr1	11000000	8
chr1	10000000	chr1	11000000	24
chr1	11000000	chr1	11000000	662
chr1	12000000	chr1	12000000	508
chr1	12000000	chr1	13000000	1
chr1	13000000	chr1	13000000	130
chr1	12000000	chr1	14000000	7
chr1	13000000	chr1	14000000	24
chr1	14000000	chr1	14000000	596
chr1	11000000	chr1	15000000	1
chr1	12000000	chr1	15000000	16
chr1	13000000	chr1	15000000	3
chr1	14000000	chr1	15000000	27
chr1	15000000	chr1	15000000	605
chr1	1000000	chr1	16000000	1
chr1	9000000	chr1	16000000	1
chr1	11000000	chr1	16000000	1
chr1	12000000	chr1	16000000	3
chr1	13000000	chr1	16000000	1
chr1	14000000	chr1	16000000	2
chr1	15000000	chr1	16000000	9
chr1	16000000	chr1	16000000	648
chr1	0	chr1	17000000	4
chr1	6000000	chr1	17000000	2
chr1	9000000	chr1	17000000	2
chr1	16000000	chr1	17000000	26
chr1	17000000	chr1	17000000	594
chr1	3000000	chr1	18000000	1
chr1	4000000	chr1	18000000	2
chr1	16000000	chr1	18000000	1
chr1	17000000	chr1	18000000	20
chr1	18000000	chr1	18000000	648
chr1	3000000	chr1	19000000	2
chr1	5000000	chr1	19000000	1
chr1	9000000	chr1	19000000	2
chr1	16000000	chr1	19000000	2
chr1	17000000	chr1	19000000	33
chr1	18000000	chr1	19000000	37
chr1	19000000	chr1	19000000	700
chr1	8000000	chr1	20000000	1
chr1	17000000	chr1	20000000	2
chr1	19000000	chr1	20000000	29
chr1	20000000	chr1	20000000	697
chr1	1000000	chr1	21000000	1
chr1	16000000	chr1	21000000	1
chr1	17000000	chr1	21000000	4
chr1	19000000	chr1	21000000	20
chr1	20000000	chr1	21000000	24
chr1	21000000	chr1	21000000	550
chr1	1000000	chr1	22000000	1
chr1	11000000	chr1	22000000	1
chr1	17000000	chr1	22000000	4
chr1	18000000	chr1	22000000	2
chr1	19000000	chr1	22000000	8
chr1	20000000	chr1	22000000	18
chr1	21000000	chr1	22000000	24
chr1	22000000	chr1	22000000	649
chr1	8000000	chr1	23000000	1
chr1	9000000	chr1	23000000	1
chr1	16000000	chr1	23000000	2
chr1	17000000	chr1	23000000	1
chr1	18000000	chr1	23000000	24
chr1	19000000	chr1	23000000	10
chr1	20000000	chr1	23000000	3
chr1	21000000	chr1	23000000	2
chr1	22000000	chr1	23000000	22
chr1	23000000	chr1	23000000	604
chr1	16000000	chr1	24000000	6
chr1	17000000	chr1	24000000	19
chr1	18000000	chr1	24000000	13
chr1	19000000	chr1	24000000	6
chr1	23000000	chr1	24000000	5
chr1	24000000	chr1	24000000	534
chr1	13000000	chr1	25000000	2
chr1	16000000	chr1	25000000	5
chr1	17000000	chr1	25000000	19
chr1	18000000	chr1	25000000	5
chr1	19000000	chr1	25000000	11
chr1	20000000	chr1	25000000	1
chr1	23000000	chr1	25000000	8
chr1	24000000	chr1	25000000	25
chr1	25000000	chr1	25000000	555
chr1	6000000	chr1	26000000	3
chr1	8000000	chr1	26000000	1
chr1	9000000	chr1	26000000	4
chr1	14000000	chr1	26000000	1
chr1	16000000	chr1	26000000	9
chr1	17000000	chr1	26000000	2
chr1	18000000	chr1	26000000	2
chr1	19000000	chr1	26000000	1
chr1	20000000	chr1	26000000	2
chr1	23000000	chr1	26000000	5
chr1	24000000	chr1	26000000	15
chr1	25000000	chr1	26000000	16
chr1	26000000	chr1	26000000	603
chr1	8000000	chr1	27000000	3
chr1	9000000	chr1	27000000	13
chr1	14000000	chr1	27000000	2
chr1	23000000	chr1	27000000	1
chr1	26000000	chr1	27000000	25
chr1	27000000	chr1	27000000	584
chr1	9000000	chr1	28000000	7
chr1	12000000	chr1	28000000	2
chr1	16000000	chr1	28000000	10
chr1	17000000	chr1	28000000	4
chr1	24000000	chr1	28000000	9
chr1	25000000	chr1	28000000	5
chr1	26000000	chr1	28000000	2
chr1	27000000	chr1	28000000	10
chr1	28000000	chr1	28000000	558
chr1	9000000	chr1	29000000	3
chr1	28000000	chr1	29000000	6
chr1	29000000	chr1	29000000	519
chr1	12000000	chr1	30000000	2
chr1	29000000	chr1	30000000	24
chr1	30000000	chr1	30000000	644
chr1	1000000	chr1	31000000	1
chr1	16000000	chr1	31000000	2
chr1	17000000	chr1	31000000	1
chr1	24000000	chr1	31000000	2
chr1	26000000	chr1	31000000	1
chr1	29000000	chr1	31000000	17
chr1	30000000	chr1	31000000	27
chr1	31000000	chr1	31000000	582
chr1	3000000	chr1	32000000	1
chr1	11000000	chr1	32000000	5
chr1	12000000	chr1	32000000	10
