chr1	0	chr1	0	184
chr1	0	chr1	1000000	4
chr1	1000000	chr1	1000000	622
chr1	0	chr1	2000000	1
chr1	1000000	chr1	2000000	9
chr1	2000000	chr1	2000000	766
chr1	2000000	chr1	3000000	16
chr1	3000000	chr1	3000000	615
chr1	2000000	chr1	4000000	12
chr1	3000000	chr1	4000000	20
chr1	4000000	chr1	4000000	595
chr1	0	chr1	5000000	1
chr1	1000000	chr1	5000000	1
chr1	2000000	chr1	5000000	2
chr1	3000000	chr1	5000000	25
chr1	4000000	chr1	5000000	56
chr1	5000000	chr1	5000000	680
chr1	1000000	chr1	6000000	1
chr1	2000000	chr1	6000000	3
chr1	3000000	chr1	6000000	3
chr1	4000000	chr1	6000000	5
chr1	5000000	chr1	6000000	9
chr1	6000000	chr1	6000000	672
chr1	1000000	chr1	7000000	1
chr1	2000000	chr1	7000000	6
chr1	3000000	chr1	7000000	4
chr1	4000000	chr1	7000000	7
chr1	5000000	chr1	7000000	7
chr1	6000000	chr1	7000000	29
chr1	7000000	chr1	7000000	636
chr1	2000000	chr1	8000000	1
chr1	4000000	chr1	8000000	3
chr1	5000000	chr1	8000000	1
chr1	6000000	chr1	8000000	4
chr1	7000000	chr1	8000000	5
chr1	8000000	chr1	8000000	553
chr1	2000000	chr1	9000000	5
chr1	4000000	chr1	9000000	9
chr1	6000000	chr1	9000000	3
chr1	7000000	chr1	9000000	1
chr1	8000000	chr1	9000000	21
chr1	9000000	chr1	9000000	637
chr1	4000000	chr1	10000000	4
chr1	7000000	chr1	10000000	5
chr1	8000000	chr1	10000000	12
chr1	9000000	chr1	10000000	34
chr1	10000000	chr1	10000000	622
chr1	8000000	chr1	11000000	1
chr1	9000000	chr1	11000000	6
chr1	10000000	chr1	11000000	33
chr1	11000000	chr1	11000000	613
chr1	7000000	chr1	12000000	6
chr1	8000000	chr1	12000000	11
chr1	9000000	chr1	12000000	4
chr1	11000000	chr1	12000000	1
chr1	12000000	chr1	12000000	568
chr1	7000000	chr1	13000000	2
chr1	8000000	chr1	13000000	3
chr1	12000000	chr1	13000000	1
chr1	13000000	chr1	13000000	141
chr1	3000000	chr1	14000000	2
chr1	8000000	chr1	14000000	2
chr1	10000000	chr1	14000000	2
chr1	12000000	chr1	14000000	16
chr1	13000000	chr1	14000000	2
chr1	14000000	chr1	14000000	587
chr1	4000000	chr1	15000000	1
chr1	8000000	chr1	15000000	2
chr1	12000000	chr1	15000000	9
chr1	13000000	chr1	15000000	4
chr1	14000000	chr1	15000000	52
chr1	15000000	chr1	15000000	575
chr1	6000000	chr1	16000000	1
chr1	7000000	chr1	16000000	1
chr1	10000000	chr1	16000000	1
chr1	12000000	chr1	16000000	7
chr1	14000000	chr1	16000000	5
chr1	15000000	chr1	16000000	18
chr1	16000000	chr1	16000000	655
chr1	4000000	chr1	17000000	1
chr1	6000000	chr1	17000000	3
chr1	10000000	chr1	17000000	1
chr1	12000000	chr1	17000000	21
chr1	16000000	chr1	17000000	32
chr1	17000000	chr1	17000000	674
chr1	3000000	chr1	18000000	1
chr1	7000000	chr1	18000000	2
chr1	8000000	chr1	18000000	8
chr1	11000000	chr1	18000000	1
chr1	12000000	chr1	18000000	12
chr1	13000000	chr1	18000000	3
chr1	14000000	chr1	18000000	18
chr1	15000000	chr1	18000000	7
chr1	16000000	chr1	18000000	5
chr1	17000000	chr1	18000000	30
chr1	18000000	chr1	18000000	631
chr1	4000000	chr1	19000000	2
chr1	7000000	chr1	19000000	8
chr1	8000000	chr1	19000000	2
chr1	9000000	chr1	19000000	14
chr1	10000000	chr1	19000000	8
chr1	11000000	chr1	19000000	17
chr1	12000000	chr1	19000000	7
chr1	14000000	chr1	19000000	2
chr1	15000000	chr1	19000000	2
chr1	17000000	chr1	19000000	14
chr1	18000000	chr1	19000000	12
chr1	19000000	chr1	19000000	663
chr1	7000000	chr1	20000000	2
chr1	8000000	chr1	20000000	1
chr1	13000000	chr1	20000000	1
chr1	14000000	chr1	20000000	2
chr1	17000000	chr1	20000000	1
chr1	19000000	chr1	20000000	36
chr1	20000000	chr1	20000000	606
chr1	7000000	chr1	21000000	2
chr1	8000000	chr1	21000000	6
chr1	9000000	chr1	21000000	2
chr1	12000000	chr1	21000000	1
chr1	13000000	chr1	21000000	1
chr1	14000000	chr1	21000000	11
chr1	15000000	chr1	21000000	2
chr1	16000000	chr1	21000000	10
chr1	18000000	chr1	21000000	13
chr1	19000000	chr1	21000000	15
chr1	20000000	chr1	21000000	7
chr1	21000000	chr1	21000000	601
chr1	1000000	chr1	22000000	2
chr1	3000000	chr1	22000000	5
chr1	4000000	chr1	22000000	1
chr1	5000000	chr1	22000000	5
chr1	7000000	chr1	22000000	5
chr1	8000000	chr1	22000000	7
chr1	9000000	chr1	22000000	1
chr1	10000000	chr1	22000000	2
chr1	12000000	chr1	22000000	6
chr1	13000000	chr1	22000000	5
chr1	14000000	chr1	22000000	3
chr1	15000000	chr1	22000000	2
chr1	18000000	chr1	22000000	3
chr1	19000000	chr1	22000000	1
chr1	20000000	chr1	22000000	3
chr1	21000000	chr1	22000000	7
chr1	22000000	chr1	22000000	629
chr1	2000000	chr1	23000000	5
chr1	3000000	chr1	23000000	2
chr1	5000000	chr1	23000000	1
chr1	8000000	chr1	23000000	3
chr1	11000000	chr1	23000000	1
chr1	12000000	chr1	23000000	1
chr1	13000000	chr1	23000000	3
chr1	14000000	chr1	23000000	1
chr1	15000000	chr1	23000000	3
chr1	18000000	chr1	23000000	1
chr1	19000000	chr1	23000000	4
chr1	20000000	chr1	23000000	6
chr1	21000000	chr1	23000000	9
chr1	22000000	chr1	23000000	24
chr1	23000000	chr1	23000000	624
chr1	2000000	chr1	24000000	9
chr1	7000000	chr1	24000000	1
chr1	22000000	chr1	24000000	2
chr1	23000000	chr1	24000000	15
chr1	24000000	chr1	24000000	541
chr1	1000000	chr1	25000000	2
chr1	2000000	chr1	25000000	6
chr1	7000000	chr1	25000000	1
chr1	9000000	chr1	25000000	1
chr1	24000000	chr1	25000000	1
chr1	25000000	chr1	25000000	528
chr1	6000000	chr1	26000000	1
chr1	17000000	chr1	26000000	1
chr1	22000000	chr1	26000000	1
chr1	23000000	chr1	26000000	1
chr1	25000000	chr1	26000000	6
chr1	26000000	chr1	26000000	689
chr1	6000000	chr1	27000000	1
chr1	7000000	chr1	27000000	2
chr1	17000000	chr1	27000000	2
chr1	25000000	chr1	27000000	6
chr1	26000000	chr1	27000000	25
chr1	27000000	chr1	27000000	625
chr1	4000000	chr1	28000000	1
chr1	10000000	chr1	28000000	1
chr1	25000000	chr1	28000000	5
chr1	26000000	chr1	28000000	10
